arxiv,date,title,authors,categories,comments,report_no,journal_ref,doi,abstract,link,label
arXiv:2401.13339 ," Wed, 24 Jan 2024 10:08:51 GMT  (2525kb,D) ", Moduli Stabilization and Stability in Type II/F-theory flux  compactifications , David Prieto , hep-th ," Ph.D. Thesis (Advisor: Fernando Marchesano), 377 pages ",NA,NA,NA,"   In this thesis we study String Theory compactifications to four dimensions focusing on the moduli stabilization process and the associated vacua structure in various frameworks, from Type IIA to F-theory, interpreting the results in the context of the Swampland Program. More specifically, we generalize the bilinear formalism of the scalar potential to include the contributions of geometric fluxes, which we use to perform a systematic search of vacua. We also consider the 10d uplift of AdS4 vacua arising from the 4d massive Type IIA effective theory with only RR and NSNS fluxes. Using the language of SU(3)xSU(3) structures and performing an expansion around the smearing approximation in powers of the string coupling, we study the stability of the SUSY solution and its non-SUSY partner. We contrast the results with the Weak Gravity Conjecture and the AdS instability conjecture in toroidal orbifold examples and find that some non-SUSY cases are in tension with the predictions of those conjectures. From the F-theory perspective, we study moduli stabilization in the complex structure sector of elliptically fibered Calabi-Yau 4-folds in the Large Complex Structure limit. Using homological mirror symmetry, we replicate the analysis for the Type IIA case and give a bilinear expression for the scalar potential, allowing for a detailed study of the vacua structure. We find two distinct families of flux configurations compatible with the tadpole constraints that enable full moduli stabilization. We thoroughly examine the most generic one in the Type IIB limit, where the superpotential is also quadratic and polynomial corrections can be considered at all orders. Finally, we show that at this level of approximation supersymmetric SUSY vacua always contain flat directions. We conclude with a summary of the results and some comments about open questions and future lines of research. ",https://arxiv.org/abs/2401.13339,0
arXiv:2401.13404 ," Wed, 24 Jan 2024 11:57:42 GMT  (7kb) ", Hidden symmetries of a self-dual monopole ," L. Feher, P. Horvathy and L. O'Raifeartaigh ", hep-th quant-ph ," Originally appeared in: Symmetries in Science III, Proc. Schloss  Hofen Meeting, Gruber and Iachello (eds.), pp. 525-529. Plenum (1989).  Available in inspire (code {Feher:1988ym}). Typos corrected and reference  list updated. 7 pages ",NA,NA,NA,   The symmetries of a spinning particle in the field of a self-dual monopole are studied from the viewpoint of supersymmetric quantum mechanics. ,https://arxiv.org/abs/2401.13404,0
arXiv:2401.13510 ," Wed, 24 Jan 2024 15:08:53 GMT  (233kb,D) ", Quantum Gravity and Random Tensors ," Razvan Gurau, Vincent Rivasseau ", hep-th ," Contribution to the Poincar\'e Seminar, December 16th 2023 ",NA,NA,NA,"   Random tensors are the natural generalization of random matrices to higher order objects. They provide generating functions for random geometries and, assuming some familiarity with random matrix theory and quantum field theory, we discuss in the first part of this note the applications of such models to quantum gravity. In a second part we review tensor field theories, that is standard field theories in $\mathbb{R}^d$ but with tensor fields, which lead to a new family of large $N$ conformal field theories relevant for the study of the $AdS/CFT$ correspondence. ",https://arxiv.org/abs/2401.13510,0
arXiv:2401.13567 ," Wed, 24 Jan 2024 16:25:02 GMT  (526kb,D) ", Self-mirror Large Volume Scenario with de Sitter , Rui Sun , hep-th math-ph math.MP ," 7 pages, 3 figures ",NA,NA,NA,"   The large volume scenario has been an important issue for non-geometric flux compactifications. As one solution to this issue, we investigate in self-mirror Calabi-Yau flux compactification with large volume scenario visited. In particular, at the large volume limit, the non-perturbative terms contribute to the effective scalar potential in the order of $\mathcal{O}\left(\frac{1}{\mathcal{V}^2}\right)$ with same order as from F-term $\frac{D W. DW}{\mathcal{V}^2}$, while the $\alpha'$-corrections are trivialized due to the self-mirror Calabi-Yau construction. At the large volume limit, the $\mathcal{O}\left(\frac{1}{\mathcal{V}^2}\right)$ order uplift term takes a dominant role of the non-perturbative contribution to effective scalar potential with possible de Sitter vacuum. ",https://arxiv.org/abs/2401.13567,-1
arXiv:2401.13637 ," Wed, 24 Jan 2024 18:05:04 GMT  (279kb,D) ", Stability of Wilson Loops and Other Observables in Various Type IIB  Backgrounds , Dimitrios Chatzis , hep-th ,NA,NA,NA,NA,"   This work involves the stability study of various observables (Wilson loop, 't Hooft loop and Entanglement Entropy) under linear fluctuations of the coordinates for certain ten-dimensional solutions of type IIB Supergravity that have appeared in the literature recently. These backgrounds are defined using intersecting and wrapped D5 branes, their holographically dual field theories are speculated to confine and they have a non-local UV completion that is governed by Little String Theory. The present study confirms previous claims on the stability of the solutions made using the concavity condition for the energy of the probe strings, by studying the eigenvalue problem for each case and also providing a numerical analysis. ",https://arxiv.org/abs/2401.13637,0
arXiv:2109.10663 ," Wed, 22 Sep 2021 11:41:34 GMT  (728kb,D) Date (revised v2): Tue, 12 Dec 2023 19:00:02 GMT  (732kb,D) ", The Physical Relevance of the Fiducial Cell in Loop Quantum Cosmology ," Fabio M. Mele, Johannes M\""unch ", gr-qc hep-th ," Published version, 13 pages (REVTeX format), 1 figure. Minor  clarifications added ",NA," Phys. Rev. D 108, 106004 (2023) ", 10.1103/PhysRevD.108.106004 ,"   A common way to avoid divergent integrals in homogeneous spatially non-compact gravitational systems is to introduce a fiducial cell by cutting-off the spatial slice at a finite region $V_o$. This is usually considered as an auxiliary regulator to be removed after computations by sending $V_o\to\infty$. In this paper, we analyse the dependence of the classical and quantum theory of homogeneous, isotropic and spatially flat cosmology on $V_o$. We show that each fixed $V_o$ regularisation leads to a different canonically independent theory. At the classical level, the dynamics of observables is not affected by the regularisation on-shell. For the quantum theory, however, this leads to a family of regulator dependent quantum representations and the limit $V_o\to\infty$ becomes then more subtle. First, we construct a novel isomorphism between different $V_o$-regularisations, which allows us to identify states in the different $V_o$-labelled Hilbert spaces to ensure equivalent dynamics for any value of $V_o$. The $V_o\to\infty$ limit would then correspond to choosing a state for which the volume assigned to the fiducial cell becomes infinite as appropriate in the late-time regime. As second main result of our analysis, quantum fluctuations of observables smeared over subregions $V\subset V_o$, unlike those smeared over the full $V_o$, explicitly depend on the size of the fiducial cell through the ratio $V/V_o$ interpreted as the (inverse) number of subcells $V$ homogeneously patched together into $V_o$. Physically relevant fluctuations for a finite region, as e.g. in the early-time regime, which would be unreasonably suppressed in a na\""ive $V_o\to\infty$ limit, become appreciable at small volumes. Our results suggest that the fiducial cell is not playing the role of a mere regularisation but is physically relevant at the quantum level and complement previous statements in the literature. ",https://arxiv.org/abs/2109.10663,0
arXiv:2307.12763 ," Mon, 24 Jul 2023 13:06:47 GMT  (782kb,D) Date (revised v2): Wed, 26 Jul 2023 10:15:02 GMT  (783kb,D) Date (revised v3): Wed, 27 Sep 2023 13:04:08 GMT  (1247kb,D) ", Dark energy in light of the early JWST observations: case for a negative  cosmological constant? ," Shahnawaz A. Adil, Upala Mukhopadhyay, Anjan A. Sen, Sunny Vagnozzi ", astro-ph.CO gr-qc hep-ph hep-th ," 30 pages, 10 sub-figures arranged into 5 figures. v2: additional  references added, acknowledgements updated. v3: added two sub-figures (one  additional figure) and additional references. Version accepted for  publication in JCAP ",NA, JCAP 2310 (2023) 072 , 10.1088/1475-7516/2023/10/072 ,"   Early data from the James Webb Space Telescope (JWST) has uncovered the existence of a surprisingly abundant population of very massive galaxies at extremely high redshift, which are hard to accommodate within the standard $\Lambda$CDM cosmology. We explore whether the JWST observations may be pointing towards more complex dynamics in the dark energy (DE) sector. Motivated by the ubiquity of anti-de Sitter vacua in string theory, we consider a string-inspired scenario where the DE sector consists of a negative cosmological constant (nCC) and a evolving component with positive energy density on top, whose equation of state is allowed to cross the phantom divide. We show that such a scenario can drastically alter the growth of structure compared to $\Lambda$CDM, and accommodate the otherwise puzzling JWST observations if the dynamical component evolves from the quintessence-like regime in the past to the phantom regime today: in particular, we demonstrate that the presence of a nCC (which requires a higher density for the evolving component) plays a crucial role in enhancing the predicted cumulative comoving stellar mass density. Our work reinforces the enormous potential held by observations of the abundance of high-$z$ galaxies in probing cosmological models and new fundamental physics, including string-inspired ingredients. ",https://arxiv.org/abs/2307.12763,-1
arXiv:2401.12659 ," Tue, 23 Jan 2024 11:10:25 GMT  (441kb,D) ", Negative cosmological constant in the dark energy sector: tests from  JWST photometric and spectroscopic observations of high-redshift galaxies ," Nicola Menci, Shahnawaz A. Adil, Upala Mukhopadhyay, Anjan A. Sen,  Sunny Vagnozzi ", astro-ph.CO gr-qc hep-ph hep-th ," 19 pages, 3 figures ",NA,NA,NA,"   Early observations with the James Webb Space Telescope (JWST) have revealed the existence of an unexpectedly large abundance of extremely massive galaxies at redshifts $z \gtrsim 5$: these observations are in tension with the predictions not only of the standard $\Lambda$CDM cosmology, but also with those of a wide class of dynamical dark energy (DE) models, and are generally in better agreement with models characterized by a phantom behaviour. Here we consider a model, inspired by string theory and the ubiquity of anti-de Sitter vacua therein, featuring an evolving DE component with positive energy density on top of a negative cosmological constant, argued in an earlier exploratory analysis to potentially be able to explain the JWST observations. We perform a robust comparison of this model against JWST data, considering both photometric observations from the CEERS program, and spectroscopic observations from the FRESCO survey. We show that the model is able to accommodate the JWST observations, with a consistency probability of up to $98\%$, even in the presence of an evolving component with a quintessence-like behaviour (easier to accommodate theoretically compared to phantom DE), while remaining consistent with standard low-redshift probes. Our results showcase the tremendous potential of measurements of high-redshift galaxy abundances in tests of fundamental physics, and their valuable complementarity with standard cosmological probes. ",https://arxiv.org/abs/2401.12659,-1
arXiv:2401.13005 ," Tue, 23 Jan 2024 05:08:21 GMT  (311kb,D) ", Viscous universe with cosmological constant ," Jinwen Hu, Huan Hu ", gr-qc astro-ph.CO hep-th ," 17 pages, 6 figures, 3 tables MSC-class: 83A05 ",NA, The European Physical Journal Plus (2020) 135 , 10.1140/epjp/s13360-020-00623-1 ,"   We investigated a bulk viscous fluid universe with cosmological constant {\Lambda} by assuming that the bulk viscosity to be proportional to the Hubble parameter. We found that for an expanding universe, the (relative) matter density will be always greater than a non-zero constant, and tends to this non-zero constant in the future. We show that the bulk viscosity model has a significantly better fitting to the combined SNeIa + CMB + BAO + H(z) data than the {\Lambda}CDM model. Generally, the evolution or values of some cosmological parameters predicted by the bulk viscosity model do not deviate significantly from which are obtained from the {\Lambda}CDM model since the bulk viscosity coefficient obtained from the astronomical observational data is so small. We also made a statefinder analysis of the bulk viscosity model and found that the evolution of the {r, s} parameters behaves in such a way that 0 < s < 1, 0.945 < r <1, indicating the bulk viscosity model is different from the {\Lambda}CDM model. ",https://arxiv.org/abs/2401.13005,0
arXiv:2401.13030 ," Tue, 23 Jan 2024 19:00:01 GMT  (28kb,D) ", Normal modes of Proca fields in AdS$^d$ spacetime ," David Lopes, Tiago V. Fernandes, Jos\'e P. S. Lemos ", gr-qc hep-th math-ph math.MP , 16 pages ,NA,NA,NA,"   The normal modes of Proca field perturbations in $d$-dimensional anti-de Sitter spacetime, AdS$^d$ for short, with reflective Dirichlet boundary conditions, are obtained exactly. Within the Ishibashi-Kodama framework, we decompose the Proca field in scalar-type and vector-type components, according to their tensorial behavior on the $(d-2)$-sphere $\mathcal{S}^{d-2}$. Two of the degrees of freedom of the Proca field are described by scalar-type components, which in general are coupled due to the mass of the field, but in AdS$^d$ we show that they can be decoupled. The other $d-3$ degrees of freedom of the field are described by a vector-type component that generically decouples completely. The normal modes and their frequencies for both the scalar-type and vector-type components of the Proca field are then obtained analytically. Additionally, we analyze the normal modes of the Maxwell field as the massless limit of the Proca field. We find that for scalar-type perturbations in $d=4$ there is a discontinuity in the massless limit, in $d=5$ the massless limit is well defined using Dirichlet-Neumann rather than Dirichlet boundary conditions, and in $d>5$ the massless limit is completely well defined, i.e., it is obtained smoothly from the massless limit of the scalar-type perturbations of the Proca field. For vector-type perturbations the Maxwell field limit is obtained smoothly for all $d$ from the massless limit of the vector-type perturbations of the Proca field. ",https://arxiv.org/abs/2401.13030,0
arXiv:2401.13039 ," Tue, 23 Jan 2024 19:00:06 GMT  (57kb,D) "," Penrose process in Reissner-Nordstr\""om-AdS black hole spacetimes: Black  hole energy factories and black hole bombs "," Duarte Feiteira, Jos\'e P. S. Lemos, Oleg B. Zaslavskii ", gr-qc astro-ph.HE hep-th ," 20 pages, 1 figure ",NA,NA,NA,"   The Penrose process for the decay of electrically charged particles in a Reissner-Nordstr\""om-anti-de Sitter black hole spacetime is studied. To extract large quantities of energy one needs to mount a recursive Penrose process where particles are confined and can bounce back to suffer ever again a decaying process in the black hole electric ergoregion. In an asymptotically anti-de Sitter (AdS) spacetime, two situations of confinement are possible. One situation uses a reflecting mirror at some radius, which obliges the energetic outgoing particles to return to the decaying point. The other situation uses the natural AdS property that sends back at some intrinsic returning radius those outgoing energetic particles. In addition, besides the conservation laws the decaying process must obey, one has to set conditions at the decaying point for the particles debris. These conditions restrain the possible scenarios, but there are still a great number of available scenarios for the decays. Within these, we choose two scenarios, scenario 1 and scenario 2, that pertain to the masses and electric charges of the final particles. Thus, in the mirror situation we find that scenario 1 leads to a black hole energy factory, and scenario 2 ends in a black hole bomb. In the no mirror situation, i.e., pure Reissner-Nordstr\""om-AdS, scenario 1 leads again to a black hole energy factory, but scenario 2 yields no bomb. This happens because the volume in which the particles are confined increases to infinity along the chain of decays, leading to a zero value of the extracted energy per unit volume and the bomb is demined. The whole treatment performed here involves no backreaction on the black hole mass and electric charge, nevertheless we speculate that the end state of the recursive process is a Reissner-Nordstr\""om-AdS black hole with very short hair, i.e., with one particle at rest at some definite radius. ",https://arxiv.org/abs/2401.13039,0
arXiv:2401.13042 ," Tue, 23 Jan 2024 19:01:06 GMT  (4031kb,D) "," Twisted Lattice Gauge Theory: Membrane Operators, Three-loop Braiding  and Topological Charge "," Joe Huxford, Yong Baek Kim and Dung Xuan Nguyen ", cond-mat.str-el hep-th ," 35 pages + 29 pages supplemental material, 37 figures ",NA,NA,NA,"   3+1 dimensional topological phases can support loop-like excitations in addition to point-like ones, allowing for non-trivial loop-loop and point-loop braiding statistics not permitted to point-like excitations alone. Furthermore, these loop-like excitations can be linked together, changing their properties. In particular, this can lead to distinct three-loop braiding, involving two loops undergoing an exchange process while linked to a third loop. In this work, we investigate the loop-like excitations in a 3+1d Hamiltonian realization of Dijkgraaf-Witten theory through direct construction of their membrane operators, for a general finite Abelian group and 4-cocycle twist. Using these membrane operators, we find the braiding relations and fusion rules for the loop-like excitations, including those linked to another loop-like excitation. Furthermore, we use these membrane operators to construct projection operators that measure the topological charge and show that the number of distinct topological charges measured by the 2-torus matches the ground state degeneracy of the model on the 3-torus, explicitly confirming a general expectation for topological phases. This direct construction of the membrane operators sheds significant light on the key properties of the loop-like excitations in 3+1 dimensional topological phases. ",https://arxiv.org/abs/2401.13042,0
arXiv:2401.13075 ," Tue, 23 Jan 2024 19:58:56 GMT  (45kb) ", The 0th and 2nd Laws of Black Hole Mechanics in Einstein-Maxwell-Scalar  Effective Field Theory , Iain Davies , gr-qc hep-th ,NA,NA,NA,NA,   There has been recent progress in extending the 0th and 2nd laws of black hole mechanics to gravitational effective field theories (EFTs). We generalize these results to a much larger class of EFTs describing gravity coupled to electromagnetism and a real scalar field. We also show that the 0th law holds for the EFT of gravity coupled to electromagnetism and a charged scalar field. ,https://arxiv.org/abs/2401.13075,0
arXiv:2401.13251 ," Wed, 24 Jan 2024 06:22:56 GMT  (17kb) ", On rips and cosmological singularities in a universe merging with baby  universes , Oem Trivedi and Maxim Khlopov , gr-qc astro-ph.CO hep-th ," 13 pages with no figures, comments are very welcome ! ",NA,NA,NA,"   Understanding the late-time acceleration of the universe and its subtleties is one of the biggest mysteries in cosmology. A lot of different approaches have been put forward to deal with this, ranging from the conventional cosmological constant to various models of dark energy and beyond. Recently one very interesting approach to explaining the late time acceleration has been put forward, where the the expansion of the universe is driven by mergers with other ""baby"" universes and has been shown to be quite viable as well from the point of view of recent observational data. So in this work we examine the possibility of various rip scenarios and other future cosmological singularities in such ""multiversal"" scenario, probing such singularities for the first time in a multi universe scenario. We examine two models of such a baby universe merging cosmology, and show that remarkably no rip scenario or future cosmological singularity is possible in such models. ",https://arxiv.org/abs/2401.13251,0
arXiv:2401.13347 ," Wed, 24 Jan 2024 10:21:37 GMT  (272kb) ", Magnetic Penrose process in the magnetized Kerr spacetime ," Chandrachur Chakraborty (MCNS, India), Parth Patil (MCNS, India), G.  Akash (IIT Indore, India) ", astro-ph.HE gr-qc hep-th ," 17 pages, 11 figures ",NA,NA,NA,"   It is well-established that the magnetic Penrose process (MPP) could be highly efficient (efficiency can even exceed $100\%$) for extracting the energy from a Kerr black hole, if it is immersed in a mG order magnetic field. Considering the exact solution of the magnetized Kerr spacetime, here we derive the exact expression of efficiency ($\eta_{\rm MPP}$) for MPP, which is valid for both the Kerr black hole (BH) as well as Kerr superspinar (SS), and also from the weak magnetic field to an ultra-strong magnetic field $(B)$ which can even distort the original Kerr geometry. We show that although the value of $\eta_{\rm MPP}$ increases upto a certain value of ultra-strong magnetic field ($B_p$), it decreases to zero for $B > B_p$, in case of the Kerr BHs. One intriguing feature that emerges is, $\eta_{\rm MPP}$ acquires the maximum value for the Kerr parameter $a_* \approx 0.786$ (unlike $a_*=1$ for the ordinary PP), decreases for the range $0.786 < a_* \leq 1$, and reaches to $20.7\%$ for $a_*=1$ with a few limitations. This indicates that the BH starts to expel the effect of magnetic field for $a_* > 0.786$, and is fully expelled from the extremal Kerr BH due to the gravitational Meissner effect. As a special case of MPP, we also study the ordinary Penrose process (PP) for the magnetized Kerr spacetime. We show that the efficiency of PP decreases with increasing the magnetic field for the Kerr BH. In fact, the MPP for Kerr BHs, Kerr SSs and the ordinary PP for Kerr SSs can be superefficient for the astrophysical applications to powering engines in the high-energy sources like active galactic nuclei and quasars, in the weak magnetic fields. It is almost impossible to extract the energy from a BH (SS) through MPP (PP) in the ultra-strong magnetic fields. ",https://arxiv.org/abs/2401.13347,0
arXiv:2401.13374 ," Wed, 24 Jan 2024 11:08:01 GMT  (1610kb,D) ", Radiative losses and radiation-reaction effects at the first  post-Newtonian order in Einstein-Cartan theory ," Vittorio De Falco, Emmanuele Battista, Davide Usseglio, Salvatore  Capozziello ", gr-qc astro-ph.HE hep-th math-ph math.MP ," 19 pages, 3 figures, 1 table; accepted for publication on EPJ C ",NA,NA,NA,"   Gravitational radiation-reaction phenomena occurring in the dynamics of inspiralling compact binary systems are investigated at the first post-Newtonian order beyond the quadrupole approximation in the context of Einstein-Cartan theory, where quantum spin effects are modeled via the Weyssenhoff fluid. We exploit balance equations for the energy and angular momentum to determine the binary orbital decay until the two bodies collide. Our framework deals with both quasi-elliptic and quasi-circular trajectories, which are then smoothly connected. Key observables like the laws of variation of the orbital phase and frequency characterizing the quasi-circular motion are derived analytically. We conclude our analysis with an estimation of the spin contributions at the merger, which are examined both in the time domain and the Fourier frequency space through the stationary wave approximation. ",https://arxiv.org/abs/2401.13374,0
arXiv:2401.13406 ," Wed, 24 Jan 2024 12:01:51 GMT  (1503kb,D) ", Entanglement harvesting in cosmic string spacetime ," Ying Ji, Jialin Zhang and Hongwei Yu ", quant-ph hep-th ," 29 pages, 11 figures ",NA,NA,NA,"   We study the entanglement harvesting phenomenon for static detectors locally interacting with massless scalar fields in the cosmic string spacetime which is locally flat but with a conical structure characterized by a deficit angle. Specifically, three alignments of the detectors with respect to the string, i.e., parallel and vertical alignments with the detectors on the same side of the string, and vertical alignment with the detectors on two different sides, are examined. For the alignments on the same side of the string, we find that the presence of a cosmic string may either assist or inhibit entanglement harvesting both in the sense of the entanglement harvested and the harvesting-achievable range of interdetector separation depending on the detector-to-string distance, and this is remarkably different from the case of a locally flat spacetime with a reflecting boundary where the boundary always enlarges the harvesting-achievable range. For the alignment with detectors on two different sides of the string, the detectors notably can always harvest more entanglement than those in flat spacetime without a cosmic string, which is in sharp contrast to those on the same side. Interestingly, the presence of a cosmic string enlarges the harvesting-achievable range for the detectors in vertical alignment only in the vicinity of the string, while it always reduces the harvesting-achievable range for the detectors in parallel alignment. ",https://arxiv.org/abs/2401.13406,0
arXiv:2401.13595 ," Wed, 24 Jan 2024 17:03:03 GMT  (1617kb,D) ", Emergent Holographic Forces from Tensor Networks and Criticality ," Rahul Sahay, Mikhail D. Lukin, Jordan Cotler ", quant-ph cond-mat.quant-gas cond-mat.str-el hep-th ," 7+23 pages, 15 figures ",NA,NA,NA,"   The AdS/CFT correspondence stipulates a duality between conformal field theories and certain theories of quantum gravity in one higher spatial dimension. However, probing this conjecture on contemporary classical or quantum computers is challenging. We formulate an efficiently implementable multi-scale entanglement renormalization ansatz (MERA) model of AdS/CFT providing a mapping between a (1+1)-dimensional critical spin system and a (2+1)-dimensional bulk theory. Using a combination of numerics and analytics, we show that the bulk theory arising from this optimized tensor network furnishes excitations with attractive interactions. Remarkably, these excitations have one- and two-particle energies matching the predictions for matter coupled to AdS gravity at long distances, thus displaying key features of AdS physics. We show that these potentials arise as a direct consequence of entanglement renormalization and discuss how this approach can be used to efficiently simulate bulk dynamics using realistic quantum devices. ",https://arxiv.org/abs/2401.13595,-1
arXiv:2401.13633 ," Wed, 24 Jan 2024 18:01:49 GMT  (310kb,D) ", A measure of chaos from eigenstate thermalization hypothesis , Nilakash Sorokhaibam , quant-ph cond-mat.stat-mech hep-th nlin.CD ,NA,NA,NA,NA,"   Eigenstate thermalization hypothesis is a detailed statement of the matrix elements of few-body operators in energy eigenbasis of a chaotic Hamiltonian. Part of the statement is that the off-diagonal elements fall exponential for large energy difference. We propose that the exponent ($\gamma>0$) is a measure of quantum chaos. Smaller $\gamma$ implies more chaotic dynamics. The chaos bound is given by $\gamma=\beta/4$ where $\beta$ is the inverse temperature. We give analytical argument in support of this proposal. The slower exponential fall also means that the action of the operator on a state leads to higher delocalization in energy eigenbasis. Numerically we compare two chaotic Hamiltonians - SYK model and chaotic XXZ spin chain. Using the new measure, we find that the SYK model becomes maximally chaotic at low temperature which has been shown rigorously in previous works. The new measure is more readily accessible compare to other measures using numerical methods. ",https://arxiv.org/abs/2401.13633,0
arXiv:2401.12257 ," Sun, 21 Jan 2024 14:56:18 GMT  (2723kb,D) "," Femtoscopy between $\pi$, $K$ and $p$ in different heavy-ion collisions  at $\sqrt{s_{NN}}$ = 39 GeV "," Ting-Ting Wang, Yu-Gang Ma, Song Zhang ", hep-ph nucl-ex nucl-th ," 11 pages, 14 figures; Physical Review C, accepted. arXiv admin note:  substantial text overlap with arXiv:2301.02846 ",NA,NA,NA,"   Momentum correlation functions between $\pi$, $K$ and $p$ are calculated for several heavy-ion collision systems, namely $_{5}^{10}\textrm{B}+_{5}^{10}\textrm{B}$, $_{8}^{16}\textrm{O}+_{8}^{16}\textrm{O}$, $_{20}^{40}\textrm{Ca}+_{20}^{40}\textrm{Ca}$ and $_{79}^{197}\textrm{Au}+_{79}^{197}\textrm{Au}$ in central collisions as well as $_{79}^{197}\textrm{Au}+_{79}^{197}\textrm{Au}$ collision in different centralities at center of mass energy $\sqrt{s_{NN}}$ = 39 GeV within the framework of A Multi-Phase Transport (AMPT) model complemented by the Lednick$\acute{y}$ and Lyuboshitz analytical method. The results present the centrality and system-size dependence of the momentum correlation functions among pairs of $\pi$, $K$ and $p$, from which the emission source-size can be deduced. It is found that the deduced source sizes increase with the decreasing of centrality for Au + Au system or with the increasing of system-size in central collisions with different nuclear size. In addition, through the momentum correlation functions of nonidentical particle pairs gated on velocity, the average emission sequence of non-identical particles can be indicated. The results illustrate that in the small relative momentum region, protons are emitted in average earlier than $\pi^+$ and $K^+$, and $K^+$ are emitted averagely earlier than $\pi^+$. Furthermore, it seems that larger interval of the average emission order among them is exhibited for smaller collision systems. The present study sheds light on the dynamics of light particle emission at RHIC energy. ",https://arxiv.org/abs/2401.12257,0
arXiv:2401.12278 ," Mon, 22 Jan 2024 19:00:00 GMT  (115kb,D) ", Early Matter Domination at Colliders: Long Live the Glueball! ," Fady Bishara, Filippo Sala and Kai Schmidt-Hoberg ", hep-ph astro-ph.CO ," 5 pages + refs, 1 figure ",NA,NA,NA,"   We prove that collider searches for long-lived particles (LLPs) can test the dynamics responsible for matter domination in the early universe. In this letter we concentrate on the specific example of glueballs from a GeV-scale confining dark sector and compute the dilution of cosmological relics induced by their decay. We then show that searches for long-lived glueballs from Higgs decays test increasing values of dilution at ATLAS and CMS, CODEX-b, ANUBIS and MATHUSLA. We identify the general features that make models of early matter domination discoverable via LLPs at colliders. Our study provides a quantitative physics motivation to test longer lifetimes. ",https://arxiv.org/abs/2401.12278,0
arXiv:2401.12279 ," Mon, 22 Jan 2024 19:00:00 GMT  (548kb,D) ", Relevance of one-loop SMEFT matching in the 2HDM ," Supratim Das Bakshi, Sally Dawson, Duarte Fontes and Samuel Homiller ", hep-ph ," 27 pages, 4 figures. Auxiliary files at  https://github.com/BDFH-2024/BDFH ",NA,NA,NA,"   The Two-Higgs Doublet Model (2HDM) is a well understood alternative to the Standard Model of particle physics. If the new particles included in the 2HDM are at an energy scale much greater than the weak scale, the theory can be matched to the Standard Model Effective Field Theory (SMEFT). We compute for the first time the complete one-loop matching at dimension-6. We compare its numerical impact with that of tree-level matching at dimension-8 by performing a global fit to single Higgs and precision electroweak measurements, and we emphasize the importance of comparing one-loop SMEFT results with corresponding one-loop results in the full 2HDM model. In the SMEFT, we consider the relative importance of both one-loop matching and the inclusion of renormalization group evolution. Our results demonstrate the necessity of studying the impact of various expansions to quantify the uncertainties of the SMEFT matching. ",https://arxiv.org/abs/2401.12279,-1
arXiv:2401.12282 ," Mon, 22 Jan 2024 19:00:01 GMT  (6061kb,D) ", Dark matter from phase transition generated PBH evaporation with  gravitational waves signatures ," Debasish Borah, Suruj Jyoti Das, Indrajit Saha ", hep-ph astro-ph.CO ," 27 pages, 6 captioned figures ",NA,NA,NA,"   We study the possibility of generating dark matter (DM) purely from ultra-light primordial black hole (PBH) evaporation with the latter being produced from a first order phase transition (FOPT) in the early Universe. If such ultra-light PBH leads to an early matter domination, it can give rise to a doubly peaked gravitational wave (GW) spectrum in Hz-kHz ballpark with the low frequency peak generated from PBH density fluctuations being within near future experimental sensitivity. In the sub-dominant PBH regime, the FOPT generated GW spectrum comes within sensitivity due to absence of entropy dilution. In both the regimes, PBH mass from a few kg can be probed by GW experiments like BBO, ET, CE, UDECIGO etc. while DM mass gets restricted to the superheavy ballpark in the PBH dominance case. Apart from distinct DM mass ranges in the two scenarios, GW observations can differentiate by measuring their distinct spectral shapes. ",https://arxiv.org/abs/2401.12282,-1
arXiv:2401.12283 ," Mon, 22 Jan 2024 19:00:01 GMT  (3264kb,D) ", Even SIMP miracles are possible ," Xiaoyong Chu, Marco Nikolic, Josef Pradler ", hep-ph astro-ph.HE ," 15 pages, 5 figures ",NA,NA,NA,"   Strongly interacting massive particles $\pi$ have been advocated as prominent dark matter candidates when they regulate their relic abundance through odd-numbered $3 \pi \to2\pi$ annihilation. We show that successful freeze-out may also be achieved through even-numbered interactions $X X \to \pi \pi $ once bound states $X$ among the particles of the low-energy spectrum exist. In addition, $X$-formation hosts the potential of also catalyzing odd-numbered $3 \pi \to2\pi$ annihilation processes, turning them into effective two-body processes $\pi X \to \pi\pi$. Bound states are often a natural consequence of strongly interacting theories. We calculate the dark matter freeze-out and comment on the cosmic viability and possible extensions. Candidate theories can encompass confining sectors without a mass gap, glueball dark matter, or $\phi^3$ and $\phi^4$ theories with strong Yukawa or self-interactions. ",https://arxiv.org/abs/2401.12283,0
